Title,Authors,Abstract,Published,Category,PDF_Link,Link,processed_text,citation_weight,entropy_score,recalibration_factor
Semantic Referee: A Neural-Symbolic Framework for Enhancing Geospatial Semantic Segmentation,"Marjan Alirezaie, Martin Längkvist, Michael Sioutis, Amy Loutfi","Understanding why machine learning algorithms may fail is usually the task of the human expert that uses domain knowledge and contextual information to discover systematic shortcomings in either the data or the algorithm. In this paper, we propose a semantic referee, which is able to extract qualitative features of the errors emerging from deep machine learning frameworks and suggest corrections. The semantic referee relies on ontological reasoning about spatial knowledge in order to characterize errors in terms of their spatial relations with the environment. Using semantics, the reasoner interacts with the learning algorithm as a supervisor. In this paper, the proposed method of the interaction between a neural network classifier and a semantic referee shows how to improve the performance of semantic segmentation for satellite imagery data.",2019-04-30T12:44:22Z,cs.AI,https://arxiv.org/pdf/1904.13196v1,https://arxiv.org/abs/1904.13196v1,understanding machine learning algorithm may fail usually task human expert us domain knowledge contextual information discover systematic shortcoming either data algorithm paper propose semantic referee able extract qualitative feature error emerging deep machine learning framework suggest correction semantic referee relies ontological reasoning spatial knowledge order characterize error term spatial relation environment using semantics reasoner interacts learning algorithm supervisor paper proposed method interaction neural network classifier semantic referee show improve performance semantic segmentation satellite imagery data,0.436046511627907,0.9941659517066818,1.2167512976104684
Relation-Shape Convolutional Neural Network for Point Cloud Analysis,"Yongcheng Liu, Bin Fan, Shiming Xiang, Chunhong Pan","Point cloud analysis is very challenging, as the shape implied in irregular points is difficult to capture. In this paper, we propose RS-CNN, namely, Relation-Shape Convolutional Neural Network, which extends regular grid CNN to irregular configuration for point cloud analysis. The key to RS-CNN is learning from relation, i.e., the geometric topology constraint among points. Specifically, the convolutional weight for local point set is forced to learn a high-level relation expression from predefined geometric priors, between a sampled point from this point set and the others. In this way, an inductive local representation with explicit reasoning about the spatial layout of points can be obtained, which leads to much shape awareness and robustness. With this convolution as a basic operator, RS-CNN, a hierarchical architecture can be developed to achieve contextual shape-aware learning for point cloud analysis. Extensive experiments on challenging benchmarks across three tasks verify RS-CNN achieves the state of the arts.",2019-04-16T11:28:51Z,cs.CV,https://arxiv.org/pdf/1904.07601v3,https://arxiv.org/abs/1904.07601v3,point cloud analysis challenging shape implied irregular point difficult capture paper propose rscnn namely relationshape convolutional neural network extends regular grid cnn irregular configuration point cloud analysis key rscnn learning relation ie geometric topology constraint among point specifically convolutional weight local point set forced learn highlevel relation expression predefined geometric prior sampled point point set others way inductive local representation explicit reasoning spatial layout point obtained lead much shape awareness robustness convolution basic operator rscnn hierarchical architecture developed achieve contextual shapeaware learning point cloud analysis extensive experiment challenging benchmark across three task verify rscnn achieves state art,0.563953488372093,0.9974565582688126,1.2812595527676593
Contextual Aware Joint Probability Model Towards Question Answering System,"Liu Yang, Lijing Song","In this paper, we address the question answering challenge with the SQuAD 2.0 dataset. We design a model architecture which leverages BERT's capability of context-aware word embeddings and BiDAF's context interactive exploration mechanism. By integrating these two state-of-the-art architectures, our system tries to extract the contextual word representation at word and character levels, for better comprehension of both question and context and their correlations. We also propose our original joint posterior probability predictor module and its associated loss functions. Our best model so far obtains F1 score of 75.842% and EM score of 72.24% on the test PCE leaderboad.",2019-04-17T07:16:10Z,cs.CL,https://arxiv.org/pdf/1904.08109v1,https://arxiv.org/abs/1904.08109v1,paper address question answering challenge squad dataset design model architecture leverage berts capability contextaware word embeddings bidafs context interactive exploration mechanism integrating two stateoftheart architecture system try extract contextual word representation word character level better comprehension question context correlation also propose original joint posterior probability predictor module associated loss function best model far obtains f score em score test pce leaderboad,0.3546511627906977,0.9920727333110647,1.1759198742208574
Bayesian policy selection using active inference,"Ozan Çatal, Johannes Nauta, Tim Verbelen, Pieter Simoens, Bart Dhoedt","Learning to take actions based on observations is a core requirement for artificial agents to be able to be successful and robust at their task. Reinforcement Learning (RL) is a well-known technique for learning such policies. However, current RL algorithms often have to deal with reward shaping, have difficulties generalizing to other environments and are most often sample inefficient. In this paper, we explore active inference and the free energy principle, a normative theory from neuroscience that explains how self-organizing biological systems operate by maintaining a model of the world and casting action selection as an inference problem. We apply this concept to a typical problem known to the RL community, the mountain car problem, and show how active inference encompasses both RL and learning from demonstrations.",2019-04-17T09:18:07Z,cs.LG,https://arxiv.org/pdf/1904.08149v2,https://arxiv.org/abs/1904.08149v2,learning take action based observation core requirement artificial agent able successful robust task reinforcement learning rl wellknown technique learning policy however current rl algorithm often deal reward shaping difficulty generalizing environment often sample inefficient paper explore active inference free energy principle normative theory neuroscience explains selforganizing biological system operate maintaining model world casting action selection inference problem apply concept typical problem known rl community mountain car problem show active inference encompasses rl learning demonstration,0.43023255813953487,0.9940517914679671,1.2138367225832254
Downhole Track Detection via Multiscale Conditional Generative Adversarial Nets,"Jia Li, Xing Wei, Guoqiang Yang, Xiao Sun, Changliang Li","Frequent mine disasters cause a large number of casualties and property losses. Autonomous driving is a fundamental measure for solving this problem, and track detection is one of the key technologies for computer vision to achieve downhole automatic driving. The track detection result based on the traditional convolutional neural network (CNN) algorithm lacks the detailed and unique description of the object and relies too much on visual postprocessing technology. Therefore, this paper proposes a track detection algorithm based on a multiscale conditional generative adversarial network (CGAN). The generator is decomposed into global and local parts using a multigranularity structure in the generator network. A multiscale shared convolution structure is adopted in the discriminator network to further supervise training the generator. Finally, the Monte Carlo search technique is introduced to search the intermediate state of the generator, and the result is sent to the discriminator for comparison. Compared with the existing work, our model achieved 82.43\% pixel accuracy and an average intersection-over-union (IOU) of 0.6218, and the detection of the track reached 95.01\% accuracy in the downhole roadway scene test set.",2019-04-17T10:50:37Z,cs.CV,https://arxiv.org/pdf/1904.08177v1,https://arxiv.org/abs/1904.08177v1,frequent mine disaster cause large number casualty property loss autonomous driving fundamental measure solving problem track detection one key technology computer vision achieve downhole automatic driving track detection result based traditional convolutional neural network cnn algorithm lack detailed unique description object relies much visual postprocessing technology therefore paper proposes track detection algorithm based multiscale conditional generative adversarial network cgan generator decomposed global local part using multigranularity structure generator network multiscale shared convolution structure adopted discriminator network supervise training generator finally monte carlo search technique introduced search intermediate state generator result sent discriminator comparison compared existing work model achieved pixel accuracy average intersectionoverunion iou detection track reached accuracy downhole roadway scene test set,0.6511627906976745,0.990921023720963,1.3226254495835694
Exploration of Self-Propelling Droplets Using a Curiosity Driven Robotic Assistant,"Jonathan Grizou, Laurie J. Points, Abhishek Sharma, Leroy Cronin","We describe a chemical robotic assistant equipped with a curiosity algorithm (CA) that can efficiently explore the state a complex chemical system can exhibit. The CA-robot is designed to explore formulations in an open-ended way with no explicit optimization target. By applying the CA-robot to the study of self-propelling multicomponent oil-in-water droplets, we are able to observe an order of magnitude more variety of droplet behaviours than possible with a random parameter search and given the same budget. We demonstrate that the CA-robot enabled the discovery of a sudden and highly specific response of droplets to slight temperature changes. Six modes of self-propelled droplets motion were identified and classified using a time-temperature phase diagram and probed using a variety of techniques including NMR. This work illustrates how target free search can significantly increase the rate of unpredictable observations leading to new discoveries with potential applications in formulation chemistry.",2019-04-22T22:17:34Z,cond-mat.soft,https://arxiv.org/pdf/1904.12635v1,https://arxiv.org/abs/1904.12635v1,describe chemical robotic assistant equipped curiosity algorithm ca efficiently explore state complex chemical system exhibit carobot designed explore formulation openended way explicit optimization target applying carobot study selfpropelling multicomponent oilinwater droplet able observe order magnitude variety droplet behaviour possible random parameter search given budget demonstrate carobot enabled discovery sudden highly specific response droplet slight temperature change six mode selfpropelled droplet motion identified classified using timetemperature phase diagram probed using variety technique including nmr work illustrates target free search significantly increase rate unpredictable observation leading new discovery potential application formulation chemistry,0.5232558139534884,0.992801648685326,1.2597446173886029
Unsupervised Data Augmentation for Consistency Training,"Qizhe Xie, Zihang Dai, Eduard Hovy, Minh-Thang Luong, Quoc V. Le","Semi-supervised learning lately has shown much promise in improving deep learning models when labeled data is scarce. Common among recent approaches is the use of consistency training on a large amount of unlabeled data to constrain model predictions to be invariant to input noise. In this work, we present a new perspective on how to effectively noise unlabeled examples and argue that the quality of noising, specifically those produced by advanced data augmentation methods, plays a crucial role in semi-supervised learning. By substituting simple noising operations with advanced data augmentation methods such as RandAugment and back-translation, our method brings substantial improvements across six language and three vision tasks under the same consistency training framework. On the IMDb text classification dataset, with only 20 labeled examples, our method achieves an error rate of 4.20, outperforming the state-of-the-art model trained on 25,000 labeled examples. On a standard semi-supervised learning benchmark, CIFAR-10, our method outperforms all previous approaches and achieves an error rate of 5.43 with only 250 examples. Our method also combines well with transfer learning, e.g., when finetuning from BERT, and yields improvements in high-data regime, such as ImageNet, whether when there is only 10% labeled data or when a full labeled set with 1.3M extra unlabeled examples is used. Code is available at https://github.com/google-research/uda.",2019-04-29T17:56:59Z,cs.LG,https://arxiv.org/pdf/1904.12848v6,https://arxiv.org/abs/1904.12848v6,semisupervised learning lately shown much promise improving deep learning model labeled data scarce common among recent approach use consistency training large amount unlabeled data constrain model prediction invariant input noise work present new perspective effectively noise unlabeled example argue quality noising specifically produced advanced data augmentation method play crucial role semisupervised learning substituting simple noising operation advanced data augmentation method randaugment backtranslation method brings substantial improvement across six language three vision task consistency training framework imdb text classification dataset labeled example method achieves error rate outperforming stateoftheart model trained labeled example standard semisupervised learning benchmark cifar method outperforms previous approach achieves error rate example method also combine well transfer learning eg finetuning bert yield improvement highdata regime imagenet whether labeled data full labeled set extra unlabeled example used code available httpsgithubcomgoogleresearchuda,0.7616279069767442,0.9946049995079496,1.3787594620219226
Challenges of Real-World Reinforcement Learning,"Gabriel Dulac-Arnold, Daniel Mankowitz, Todd Hester","Reinforcement learning (RL) has proven its worth in a series of artificial domains, and is beginning to show some successes in real-world scenarios. However, much of the research advances in RL are often hard to leverage in real-world systems due to a series of assumptions that are rarely satisfied in practice. We present a set of nine unique challenges that must be addressed to productionize RL to real world problems. For each of these challenges, we specify the exact meaning of the challenge, present some approaches from the literature, and specify some metrics for evaluating that challenge. An approach that addresses all nine challenges would be applicable to a large number of real world problems. We also present an example domain that has been modified to present these challenges as a testbed for practical RL research.",2019-04-29T18:40:15Z,cs.LG,https://arxiv.org/pdf/1904.12901v1,https://arxiv.org/abs/1904.12901v1,reinforcement learning rl proven worth series artificial domain beginning show success realworld scenario however much research advance rl often hard leverage realworld system due series assumption rarely satisfied practice present set nine unique challenge must addressed productionize rl real world problem challenge specify exact meaning challenge present approach literature specify metric evaluating challenge approach address nine challenge would applicable large number real world problem also present example domain modified present challenge testbed practical rl research,0.436046511627907,0.9880856261057014,1.2154256452265337
Coevo: a collaborative design platform with artificial agents,"Gerard Serra, David Miralles","We present Coevo, an online platform that allows both humans and artificial agents to design shapes that solve different tasks. Our goal is to explore common shared design tools that can be used by humans and artificial agents in a context of creation. This approach can provide a better knowledge transfer and interaction with artificial agents since a common language of design is defined. In this paper, we outline the main components of this platform and discuss the definition of a human-centered language to enhance human-AI collaboration in co-creation scenarios.",2019-04-30T15:55:34Z,cs.HC,https://arxiv.org/pdf/1904.13333v1,https://arxiv.org/abs/1904.13333v1,present coevo online platform allows human artificial agent design shape solve different task goal explore common shared design tool used human artificial agent context creation approach provide better knowledge transfer interaction artificial agent since common language design defined paper outline main component platform discus definition humancentered language enhance humanai collaboration cocreation scenario,0.3023255813953488,0.9986143582440097,1.1509533332229318
GazeCorrection:Self-Guided Eye Manipulation in the wild using Self-Supervised Generative Adversarial Networks,"Jichao Zhang, Meng Sun, Jingjing Chen, Hao Tang, Yan Yan, Xueying Qin, Nicu Sebe","Gaze correction aims to redirect the person's gaze into the camera by manipulating the eye region, and it can be considered as a specific image resynthesis problem. Gaze correction has a wide range of applications in real life, such as taking a picture with staring at the camera. In this paper, we propose a novel method that is based on the inpainting model to learn from the face image to fill in the missing eye regions with new contents representing corrected eye gaze. Moreover, our model does not require the training dataset labeled with the specific head pose and eye angle information, thus, the training data is easy to collect. To retain the identity information of the eye region in the original input, we propose a self-guided pretrained model to learn the angle-invariance feature. Experiments show our model achieves very compelling gaze-corrected results in the wild dataset which is collected from the website and will be introduced in details. Code is available at https://github.com/zhangqianhui/GazeCorrection.",2019-06-03T13:43:01Z,cs.CV,https://arxiv.org/pdf/1906.00805v1,https://arxiv.org/abs/1906.00805v1,gaze correction aim redirect person gaze camera manipulating eye region considered specific image resynthesis problem gaze correction wide range application real life taking picture staring camera paper propose novel method based inpainting model learn face image fill missing eye region new content representing corrected eye gaze moreover model require training dataset labeled specific head pose eye angle information thus training data easy collect retain identity information eye region original input propose selfguided pretrained model learn angleinvariance feature experiment show model achieves compelling gazecorrected result wild dataset collected website introduced detail code available httpsgithubcomzhangqianhuigazecorrection,0.5406976744186046,0.9897297630727804,1.2675722905981646
From Words to Sentences: A Progressive Learning Approach for Zero-resource Machine Translation with Visual Pivots,"Shizhe Chen, Qin Jin, Jianlong Fu","The neural machine translation model has suffered from the lack of large-scale parallel corpora. In contrast, we humans can learn multi-lingual translations even without parallel texts by referring our languages to the external world. To mimic such human learning behavior, we employ images as pivots to enable zero-resource translation learning. However, a picture tells a thousand words, which makes multi-lingual sentences pivoted by the same image noisy as mutual translations and thus hinders the translation model learning. In this work, we propose a progressive learning approach for image-pivoted zero-resource machine translation. Since words are less diverse when grounded in the image, we first learn word-level translation with image pivots, and then progress to learn the sentence-level translation by utilizing the learned word translation to suppress noises in image-pivoted multi-lingual sentences. Experimental results on two widely used image-pivot translation datasets, IAPR-TC12 and Multi30k, show that the proposed approach significantly outperforms other state-of-the-art methods.",2019-06-03T15:28:48Z,cs.CL,https://arxiv.org/pdf/1906.00872v1,https://arxiv.org/abs/1906.00872v1,neural machine translation model suffered lack largescale parallel corpus contrast human learn multilingual translation even without parallel text referring language external world mimic human learning behavior employ image pivot enable zeroresource translation learning however picture tell thousand word make multilingual sentence pivoted image noisy mutual translation thus hinders translation model learning work propose progressive learning approach imagepivoted zeroresource machine translation since word less diverse grounded image first learn wordlevel translation image pivot progress learn sentencelevel translation utilizing learned word translation suppress noise imagepivoted multilingual sentence experimental result two widely used imagepivot translation datasets iaprtc multik show proposed approach significantly outperforms stateoftheart method,0.5930232558139535,0.9892386622733588,1.2933207661391937
Neural networks grown and self-organized by noise,"Guruprasad Raghavan, Matt Thomson","Living neural networks emerge through a process of growth and self-organization that begins with a single cell and results in a brain, an organized and functional computational device. Artificial neural networks, however, rely on human-designed, hand-programmed architectures for their remarkable performance. Can we develop artificial computational devices that can grow and self-organize without human intervention? In this paper, we propose a biologically inspired developmental algorithm that can 'grow' a functional, layered neural network from a single initial cell. The algorithm organizes inter-layer connections to construct a convolutional pooling layer, a key constituent of convolutional neural networks (CNN's). Our approach is inspired by the mechanisms employed by the early visual system to wire the retina to the lateral geniculate nucleus (LGN), days before animals open their eyes. The key ingredients for robust self-organization are an emergent spontaneous spatiotemporal activity wave in the first layer and a local learning rule in the second layer that 'learns' the underlying activity pattern in the first layer. The algorithm is adaptable to a wide-range of input-layer geometries, robust to malfunctioning units in the first layer, and so can be used to successfully grow and self-organize pooling architectures of different pool-sizes and shapes. The algorithm provides a primitive procedure for constructing layered neural networks through growth and self-organization. Broadly, our work shows that biologically inspired developmental algorithms can be applied to autonomously grow functional 'brains' in-silico.",2019-06-03T19:33:39Z,cs.NE,https://arxiv.org/pdf/1906.01039v1,https://arxiv.org/abs/1906.01039v1,living neural network emerge process growth selforganization begin single cell result brain organized functional computational device artificial neural network however rely humandesigned handprogrammed architecture remarkable performance develop artificial computational device grow selforganize without human intervention paper propose biologically inspired developmental algorithm grow functional layered neural network single initial cell algorithm organizes interlayer connection construct convolutional pooling layer key constituent convolutional neural network cnns approach inspired mechanism employed early visual system wire retina lateral geniculate nucleus lgn day animal open eye key ingredient robust selforganization emergent spontaneous spatiotemporal activity wave first layer local learning rule second layer learns underlying activity pattern first layer algorithm adaptable widerange inputlayer geometry robust malfunctioning unit first layer used successfully grow selforganize pooling architecture different poolsizes shape algorithm provides primitive procedure constructing layered neural network growth selforganization broadly work show biologically inspired developmental algorithm applied autonomously grow functional brain insilico,0.8372093023255814,0.9999849116389312,1.418598335104669
Analysis and Improvement of Adversarial Training in DQN Agents With Adversarially-Guided Exploration (AGE),"Vahid Behzadan, William Hsu","This paper investigates the effectiveness of adversarial training in enhancing the robustness of Deep Q-Network (DQN) policies to state-space perturbations. We first present a formal analysis of adversarial training in DQN agents and its performance with respect to the proportion of adversarial perturbations to nominal observations used for training. Next, we consider the sample-inefficiency of current adversarial training techniques, and propose a novel Adversarially-Guided Exploration (AGE) mechanism based on a modified hybrid of the $ε$-greedy algorithm and Boltzmann exploration. We verify the feasibility of this exploration mechanism through experimental evaluation of its performance in comparison with the traditional decaying $ε$-greedy and parameter-space noise exploration algorithms.",2019-06-03T23:31:25Z,cs.LG,https://arxiv.org/pdf/1906.01119v1,https://arxiv.org/abs/1906.01119v1,paper investigates effectiveness adversarial training enhancing robustness deep qnetwork dqn policy statespace perturbation first present formal analysis adversarial training dqn agent performance respect proportion adversarial perturbation nominal observation used training next consider sampleinefficiency current adversarial training technique propose novel adversariallyguided exploration age mechanism based modified hybrid εgreedy algorithm boltzmann exploration verify feasibility exploration mechanism experimental evaluation performance comparison traditional decaying εgreedy parameterspace noise exploration algorithm,0.37790697674418605,0.9937242075729132,1.1877676555006957
Adversarial Exploitation of Policy Imitation,"Vahid Behzadan, William Hsu","This paper investigates a class of attacks targeting the confidentiality aspect of security in Deep Reinforcement Learning (DRL) policies. Recent research have established the vulnerability of supervised machine learning models (e.g., classifiers) to model extraction attacks. Such attacks leverage the loosely-restricted ability of the attacker to iteratively query the model for labels, thereby allowing for the forging of a labeled dataset which can be used to train a replica of the original model. In this work, we demonstrate the feasibility of exploiting imitation learning techniques in launching model extraction attacks on DRL agents. Furthermore, we develop proof-of-concept attacks that leverage such techniques for black-box attacks against the integrity of DRL policies. We also present a discussion on potential solution concepts for mitigation techniques.",2019-06-03T23:38:33Z,cs.LG,https://arxiv.org/pdf/1906.01121v1,https://arxiv.org/abs/1906.01121v1,paper investigates class attack targeting confidentiality aspect security deep reinforcement learning drl policy recent research established vulnerability supervised machine learning model eg classifier model extraction attack attack leverage looselyrestricted ability attacker iteratively query model label thereby allowing forging labeled dataset used train replica original model work demonstrate feasibility exploiting imitation learning technique launching model extraction attack drl agent furthermore develop proofofconcept attack leverage technique blackbox attack integrity drl policy also present discussion potential solution concept mitigation technique,0.4476744186046512,0.9957565484292864,1.2228873669449274
Sequential Triggers for Watermarking of Deep Reinforcement Learning Policies,"Vahid Behzadan, William Hsu","This paper proposes a novel scheme for the watermarking of Deep Reinforcement Learning (DRL) policies. This scheme provides a mechanism for the integration of a unique identifier within the policy in the form of its response to a designated sequence of state transitions, while incurring minimal impact on the nominal performance of the policy. The applications of this watermarking scheme include detection of unauthorized replications of proprietary policies, as well as enabling the graceful interruption or termination of DRL activities by authorized entities. We demonstrate the feasibility of our proposal via experimental evaluation of watermarking a DQN policy trained in the Cartpole environment.",2019-06-03T23:42:44Z,cs.LG,https://arxiv.org/pdf/1906.01126v1,https://arxiv.org/abs/1906.01126v1,paper proposes novel scheme watermarking deep reinforcement learning drl policy scheme provides mechanism integration unique identifier within policy form response designated sequence state transition incurring minimal impact nominal performance policy application watermarking scheme include detection unauthorized replication proprietary policy well enabling graceful interruption termination drl activity authorized entity demonstrate feasibility proposal via experimental evaluation watermarking dqn policy trained cartpole environment,0.3488372093023256,0.9951860740701908,1.1735789664075913
Rapidly-Exploring Quotient-Space Trees: Motion Planning using Sequential Simplifications,"Andreas Orthey, Marc Toussaint","Motion planning problems can be simplified by admissible projections of the configuration space to sequences of lower-dimensional quotient-spaces, called sequential simplifications. To exploit sequential simplifications, we present the Quotient-space Rapidly-exploring Random Trees (QRRT) algorithm. QRRT takes as input a start and a goal configuration, and a sequence of quotient-spaces. The algorithm grows trees on the quotient-spaces both sequentially and simultaneously to guarantee a dense coverage. QRRT is shown to be (1) probabilistically complete, and (2) can reduce the runtime by at least one order of magnitude. However, we show in experiments that the runtime varies substantially between different quotient-space sequences. To find out why, we perform an additional experiment, showing that the more narrow an environment, the more a quotient-space sequence can reduce runtime.",2019-06-04T11:23:38Z,cs.RO,https://arxiv.org/pdf/1906.01350v2,https://arxiv.org/abs/1906.01350v2,motion planning problem simplified admissible projection configuration space sequence lowerdimensional quotientspaces called sequential simplification exploit sequential simplification present quotientspace rapidlyexploring random tree qrrt algorithm qrrt take input start goal configuration sequence quotientspaces algorithm grows tree quotientspaces sequentially simultaneously guarantee dense coverage qrrt shown probabilistically complete reduce runtime least one order magnitude however show experiment runtime varies substantially different quotientspace sequence find perform additional experiment showing narrow environment quotientspace sequence reduce runtime,0.4127906976744186,0.9926360198020598,1.204875457575425
Autonomous Reinforcement Learning of Multiple Interrelated Tasks,"Vieri Giuliano Santucci, Gianluca Baldassarre, Emilio Cartoni","Autonomous multiple tasks learning is a fundamental capability to develop versatile artificial agents that can act in complex environments. In real-world scenarios, tasks may be interrelated (or ""hierarchical"") so that a robot has to first learn to achieve some of them to set the preconditions for learning other ones. Even though different strategies have been used in robotics to tackle the acquisition of interrelated tasks, in particular within the developmental robotics framework, autonomous learning in this kind of scenarios is still an open question. Building on previous research in the framework of intrinsically motivated open-ended learning, in this work we describe how this question can be addressed working on the level of task selection, in particular considering the multiple interrelated tasks scenario as an MDP where the system is trying to maximise its competence over all the tasks.",2019-06-04T12:30:04Z,cs.LG,https://arxiv.org/pdf/1906.01374v1,https://arxiv.org/abs/1906.01374v1,autonomous multiple task learning fundamental capability develop versatile artificial agent act complex environment realworld scenario task may interrelated hierarchical robot first learn achieve set precondition learning one even though different strategy used robotics tackle acquisition interrelated task particular within developmental robotics framework autonomous learning kind scenario still open question building previous research framework intrinsically motivated openended learning work describe question addressed working level task selection particular considering multiple interrelated task scenario mdp system trying maximise competence task,0.4476744186046512,0.9921238636986468,1.222074236932546
Hierarchical Decision Making by Generating and Following Natural Language Instructions,"Hengyuan Hu, Denis Yarats, Qucheng Gong, Yuandong Tian, Mike Lewis","We explore using latent natural language instructions as an expressive and compositional representation of complex actions for hierarchical decision making. Rather than directly selecting micro-actions, our agent first generates a latent plan in natural language, which is then executed by a separate model. We introduce a challenging real-time strategy game environment in which the actions of a large number of units must be coordinated across long time scales. We gather a dataset of 76 thousand pairs of instructions and executions from human play, and train instructor and executor models. Experiments show that models using natural language as a latent variable significantly outperform models that directly imitate human actions. The compositional structure of language proves crucial to its effectiveness for action representation. We also release our code, models and data.",2019-06-03T12:28:50Z,cs.AI,https://arxiv.org/pdf/1906.00744v5,https://arxiv.org/abs/1906.00744v5,explore using latent natural language instruction expressive compositional representation complex action hierarchical decision making rather directly selecting microactions agent first generates latent plan natural language executed separate model introduce challenging realtime strategy game environment action large number unit must coordinated across long time scale gather dataset thousand pair instruction execution human play train instructor executor model experiment show model using natural language latent variable significantly outperform model directly imitate human action compositional structure language prof crucial effectiveness action representation also release code model data,0.4883720930232558,0.9928702030890293,1.2424450495915071
RL4health: Crowdsourcing Reinforcement Learning for Knee Replacement Pathway Optimization,"Hao Lu, Mengdi Wang","Joint replacement is the most common inpatient surgical treatment in the US. We investigate the clinical pathway optimization for knee replacement, which is a sequential decision process from onset to recovery. Based on episodic claims from previous cases, we view the pathway optimization as an intelligence crowdsourcing problem and learn the optimal decision policy from data by imitating the best expert at every intermediate state. We develop a reinforcement learning-based pipeline that uses value iteration, state compression and aggregation learning, kernel representation and cross validation to predict the best treatment policy. It also provides forecast of the clinical pathway under the optimized policy. Empirical validation shows that the optimized policy reduces the overall cost by 7 percent and reduces the excessive cost premium by 33 percent.",2019-05-24T22:12:02Z,cs.LG,https://arxiv.org/pdf/1906.01407v1,https://arxiv.org/abs/1906.01407v1,joint replacement common inpatient surgical treatment u investigate clinical pathway optimization knee replacement sequential decision process onset recovery based episodic claim previous case view pathway optimization intelligence crowdsourcing problem learn optimal decision policy data imitating best expert every intermediate state develop reinforcement learningbased pipeline us value iteration state compression aggregation learning kernel representation cross validation predict best treatment policy also provides forecast clinical pathway optimized policy empirical validation show optimized policy reduces overall cost percent reduces excessive cost premium percent,0.46511627906976744,0.9940402663368282,1.2311721549620531
Knowledge-augmented Column Networks: Guiding Deep Learning with Advice,"Mayukh Das, Devendra Singh Dhami, Yang Yu, Gautam Kunapuli, Sriraam Natarajan","Recently, deep models have had considerable success in several tasks, especially with low-level representations. However, effective learning from sparse noisy samples is a major challenge in most deep models, especially in domains with structured representations. Inspired by the proven success of human guided machine learning, we propose Knowledge-augmented Column Networks, a relational deep learning framework that leverages human advice/knowledge to learn better models in presence of sparsity and systematic noise.",2019-05-31T21:09:21Z,cs.LG,https://arxiv.org/pdf/1906.01432v1,https://arxiv.org/abs/1906.01432v1,recently deep model considerable success several task especially lowlevel representation however effective learning sparse noisy sample major challenge deep model especially domain structured representation inspired proven success human guided machine learning propose knowledgeaugmented column network relational deep learning framework leverage human adviceknowledge learn better model presence sparsity systematic noise,0.28488372093023256,0.9959220698942827,1.1418609925140113
Options as responses: Grounding behavioural hierarchies in multi-agent RL,"Alexander Sasha Vezhnevets, Yuhuai Wu, Remi Leblond, Joel Z. Leibo","This paper investigates generalisation in multi-agent games, where the generality of the agent can be evaluated by playing against opponents it hasn't seen during training. We propose two new games with concealed information and complex, non-transitive reward structure (think rock/paper/scissors). It turns out that most current deep reinforcement learning methods fail to efficiently explore the strategy space, thus learning policies that generalise poorly to unseen opponents. We then propose a novel hierarchical agent architecture, where the hierarchy is grounded in the game-theoretic structure of the game -- the top level chooses strategic responses to opponents, while the low level implements them into policy over primitive actions. This grounding facilitates credit assignment across the levels of hierarchy. Our experiments show that the proposed hierarchical agent is capable of generalisation to unseen opponents, while conventional baselines fail to generalise whatsoever.",2019-06-04T14:18:47Z,cs.LG,https://arxiv.org/pdf/1906.01470v3,https://arxiv.org/abs/1906.01470v3,paper investigates generalisation multiagent game generality agent evaluated playing opponent hasnt seen training propose two new game concealed information complex nontransitive reward structure think rockpaperscissors turn current deep reinforcement learning method fail efficiently explore strategy space thus learning policy generalise poorly unseen opponent propose novel hierarchical agent architecture hierarchy grounded gametheoretic structure game top level chooses strategic response opponent low level implement policy primitive action grounding facilitates credit assignment across level hierarchy experiment show proposed hierarchical agent capable generalisation unseen opponent conventional baseline fail generalise whatsoever,0.5,0.9973745530758562,1.249343638268964
